iter	Logloss
157	0.5040708997
158	0.5036027115
159	0.5031177936
160	0.5030707247
161	0.5021068883
162	0.5016688491
163	0.5012038061
164	0.5007402826
165	0.5000469895
166	0.4994699261
167	0.498858352
168	0.4985679562
169	0.4978661073
170	0.4974830774
171	0.4969299769
172	0.4964002358
173	0.4962389481
174	0.4956787174
175	0.4953646011
176	0.4948938962
177	0.4941601651
178	0.493867862
179	0.4927593441
180	0.4925252707
181	0.4922899103
182	0.4918997952
183	0.4914423895
184	0.4908823662
185	0.4899725174
186	0.48935324
187	0.4886080906
188	0.4881426905
189	0.4877569561
190	0.4876380366
191	0.4872894548
192	0.4870648356
193	0.4863354181
194	0.4858688602
195	0.4854883212
196	0.4851484405
197	0.484679536
198	0.4846492449
199	0.4841417602
200	0.4838902823
201	0.4836166467
202	0.4831538386
203	0.4824845117
204	0.4818583117
205	0.4811336917
206	0.4805136507
207	0.4796747699
208	0.4794003645
209	0.4788080605
210	0.4783572575
211	0.4777928884
212	0.4777783866
213	0.4771092498
214	0.4766741509
215	0.4764078149
216	0.4760687771
217	0.4757573944
218	0.4750808816
219	0.4747828656
220	0.4741776421
221	0.4736825063
222	0.4734337631
223	0.47309413
224	0.4726924343
225	0.4721914438
226	0.4717999827
227	0.4711387291
228	0.4709136119
229	0.4704780586
230	0.4699404051
231	0.4695677781
232	0.4692746811
233	0.4688157536
234	0.4683818805
235	0.4676884549
236	0.4675166679
237	0.4670388719
238	0.4667471139
239	0.4662212765
240	0.4657719102
241	0.4650975237
242	0.4646117432
243	0.4645017079
244	0.4643521021
245	0.4639413158
246	0.4638307934
247	0.4633776701
248	0.463122434
249	0.462699372
250	0.4622444486
251	0.4618226135
252	0.4614679048
253	0.4610829779
254	0.4609060233
255	0.4606549822
256	0.4603131
257	0.4601358529
258	0.4601314986
259	0.4599507312
260	0.4597584524
261	0.4594747455
262	0.4590817246
263	0.4586151765
264	0.4583574211
265	0.4579678836
266	0.4574139893
267	0.4571282464
268	0.4569020614
269	0.456501815
270	0.4558459867
271	0.4556324618
272	0.4555832656
273	0.4554236382
274	0.4550311763
275	0.4547282216
276	0.4544049647
277	0.4535167491
278	0.4530058132
279	0.4528616987
280	0.4524652307
281	0.451914059
282	0.4514988367
283	0.451044707
284	0.4507432621
285	0.4504041919
286	0.4497635824
287	0.4492836074
288	0.4489686852
289	0.448537383
290	0.4482779257
291	0.4479532339
292	0.4474441001
293	0.4472205584
294	0.446879054
295	0.4463637051
296	0.4460822949
297	0.4455401894
298	0.4451283983
299	0.4447030498
300	0.4441318745
301	0.4438297305
302	0.4431661593
303	0.442804862
304	0.4424903412
305	0.4420600216
306	0.4418407021
307	0.4414379924
308	0.4409075323
309	0.440701056
310	0.4401776921
311	0.4398716255
312	0.4392391994
313	0.4390757932
314	0.4385421856
315	0.4381749582
316	0.4379709728
317	0.437759931
318	0.437372412
319	0.4370095475
320	0.4364569834
321	0.4360834669
322	0.4358813913
323	0.435651181
324	0.435407413
325	0.4350990447
326	0.4348133798
327	0.4343354743
328	0.4341904483
329	0.4333351208
330	0.4327759183
331	0.4324102237
332	0.4321029802
333	0.4318913057
334	0.4318626132
335	0.4315402802
336	0.4314203837
337	0.4310979336
338	0.4308979709
339	0.4307248051
340	0.4304728826
341	0.4302565365
342	0.430214091
343	0.4297189952
344	0.4293250184
345	0.428986227
346	0.4283585634
347	0.4282491999
348	0.4279569604
349	0.4277203347
350	0.4274162042
351	0.4268450446
352	0.4264569405
353	0.426153867
354	0.4258847285
355	0.4254942435
356	0.4251565653
357	0.4249087754
358	0.4247063232
359	0.4246550816
360	0.4243673778
361	0.4240877933
362	0.4235996804
363	0.4233215853
364	0.4229111466
365	0.4225696338
366	0.4221028584
367	0.4217591943
368	0.4216990738
369	0.4211642941
370	0.4209984456
371	0.420594891
372	0.4204599425
373	0.4201114128
374	0.4199001877
375	0.4195019975
376	0.4190091884
377	0.4185493375
378	0.418054812
379	0.4176986102
380	0.4176473595
381	0.4171765158
382	0.4169917046
383	0.4164906911
384	0.4164211414
385	0.4157380754
386	0.4156067578
387	0.4150013348
388	0.414642915
389	0.4142889184
390	0.4142695671
391	0.413495884
392	0.412994456
393	0.4126859294
394	0.4125979494
395	0.4122929214
396	0.412028389
397	0.4117425193
398	0.4116078333
399	0.4114534467
400	0.4111743455
401	0.4108529181
402	0.410579978
403	0.4103728698
404	0.4103268317
405	0.4099184121
406	0.4097028988
407	0.4094694594
408	0.4092249431
409	0.4088549598
410	0.4085303429
411	0.408230285
412	0.4079977987
413	0.4074155793
414	0.4070119639
415	0.4067547053
416	0.4067411172
417	0.4062596599
418	0.4061220547
419	0.4060530374
420	0.4057006367
421	0.4056772219
422	0.405348238
423	0.4050651029
424	0.4048846324
425	0.4047298907
426	0.4044656979
427	0.4042164145
428	0.4038961539
429	0.403291733
430	0.402900314
431	0.4025879576
432	0.4022625836
433	0.4017959816
434	0.4015277752
435	0.4014192591
436	0.4012137831
437	0.4009035701
438	0.4007982984
439	0.4005538269
440	0.400272068
441	0.3999372013
442	0.399642092
443	0.3994603981
444	0.3994600352
445	0.3991418405
446	0.398786125
447	0.398594461
448	0.3982059362
449	0.3979960336
450	0.3977924013
451	0.3974049469
452	0.3972284931
453	0.3971744256
454	0.3968182711
455	0.3965072073
456	0.3964685464
457	0.3963469675
458	0.3961826833
459	0.3959625596
460	0.395590608
461	0.3953493034
462	0.3949525235
463	0.3945710646
464	0.3943466531
465	0.3941455091
466	0.3938072573
467	0.3936089977
468	0.3931814512
469	0.392947528
470	0.3926668549
471	0.3925151572
472	0.3922502604
473	0.3918808513
474	0.3914673426
475	0.3911966059
476	0.3910887473
477	0.3908428627
478	0.3906401459
479	0.3904169986
480	0.389991217
481	0.3896991705
482	0.3896453836
483	0.3895380857
484	0.3893650351
485	0.3890769399
486	0.3888021844
487	0.3886797853
488	0.3882658359
489	0.387961175
490	0.3876445285
491	0.3873561682
492	0.3870421073
493	0.3869552968
494	0.3866261263
495	0.3863513285
496	0.3862568748
497	0.3859393596
498	0.3857225496
499	0.3854237704
500	0.3850520226
501	0.3848475711
502	0.3847884623
503	0.3846130934
504	0.3842675439
505	0.38414227
506	0.3837697988
507	0.3834736708
508	0.3830677552
509	0.3829270668
510	0.3826423425
511	0.3824332458
512	0.3822712535
513	0.3819102416
514	0.3816895552
515	0.3815261298
516	0.3814250665
517	0.3812780989
518	0.3808646398
519	0.3806760028
520	0.3805072081
521	0.3803536065
522	0.3799123166
523	0.379609593
524	0.3794548433
525	0.3792253093
526	0.3789804576
527	0.378741169
528	0.3785122902
529	0.3782570665
530	0.3779487666
531	0.3777189292
532	0.3773622742
533	0.3772989061
534	0.3771320427
535	0.3769693248
536	0.3768857918
537	0.3768603924
538	0.3767126596
539	0.3764849178
540	0.3764551108
541	0.3761712443
542	0.3757485772
543	0.3752910706
544	0.3749590299
545	0.3746340992
546	0.3745026934
547	0.3742754419
548	0.3741194675
549	0.3738324056
550	0.3735445742
551	0.3734151283
552	0.3732174504
553	0.3728462046
554	0.3727970164
555	0.3726058689
556	0.3724351246
557	0.3720912488
558	0.3717913701
559	0.3713835555
560	0.3711020104
561	0.3709964736
562	0.3708433967
563	0.3706410419
564	0.370405256
565	0.3703444319
566	0.3700887207
567	0.3698439243
568	0.3696901525
569	0.3692891029
570	0.3690779836
571	0.3687774154
572	0.3684403195
573	0.3682157059
574	0.3680241839
575	0.367819438
576	0.367598064
577	0.3675682772
578	0.367244683
579	0.3670376016
580	0.3667472884
581	0.3665658084
582	0.3662768933
583	0.3659153628
584	0.3657196527
585	0.365446515
586	0.3650781831
587	0.364811247
588	0.3646323844
589	0.364437395
590	0.3641763308
591	0.3639853152
592	0.3639205481
593	0.3637035498
594	0.3633553992
595	0.3631320574
596	0.3629732863
597	0.3626664732
598	0.3625005447
599	0.3622160942
600	0.362040744
601	0.3618009586
602	0.3614540284
603	0.3611757079
604	0.3608854311
605	0.360736346
606	0.3605405885
607	0.3601621856
608	0.3599631833
609	0.3597692389
610	0.3594683607
611	0.3590804774
612	0.3588405934
613	0.3586363299
614	0.3584902574
615	0.3581343002
616	0.3579224959
617	0.3577656819
618	0.357436806
619	0.3572623255
620	0.3570219644
621	0.356821893
622	0.3566360165
623	0.3564001394
624	0.3562515855
625	0.3558641972
626	0.3556939122
627	0.3556550735
628	0.3553916353
629	0.3551167737
630	0.3549524081
631	0.3546954365
632	0.354563995
633	0.3541104205
634	0.353927241
635	0.3536655141
636	0.353594343
637	0.3534338462
638	0.3531047295
639	0.3527072418
640	0.352432674
641	0.3522609091
642	0.3520802641
643	0.3517493552
644	0.3515082137
645	0.3513549537
646	0.3512470985
647	0.3509873747
648	0.3507536997
649	0.350507635
650	0.3502946097
651	0.3500359799
652	0.3495263278
653	0.3495038402
654	0.3491931421
655	0.3491255303
656	0.3489423162
657	0.3488127612
658	0.348604215
659	0.3483950736
660	0.3482947638
661	0.3478776572
662	0.3476238397
663	0.3473815261
664	0.3472030206
665	0.3471382348
666	0.3470028089
667	0.3469156246
668	0.3466443454
669	0.3464640115
670	0.3463225205
671	0.3461741471
672	0.3457789076
673	0.3454211526
674	0.3452708698
675	0.3450072459
676	0.3447803348
677	0.3445029246
678	0.3441350016
679	0.3438822113
680	0.3436825483
681	0.3434029886
682	0.3433425557
683	0.3430948236
684	0.3428846197
685	0.342579489
686	0.3423221353
687	0.3420472202
688	0.3418272408
689	0.3416328718
690	0.3412424848
691	0.3410516252
692	0.3408416779
693	0.3406897967
694	0.3402127078
695	0.340038337
696	0.3399145488
697	0.3395360418
698	0.3393374076
699	0.3390594718
700	0.3387227447
701	0.3386060786
702	0.3383293046
703	0.3380558664
704	0.3379806724
705	0.3377557225
706	0.3375867555
707	0.3373723353
708	0.3369699588
709	0.3367863414
710	0.3366290045
711	0.3363497258
712	0.3360216986
713	0.335910453
714	0.3352460398
715	0.3351127425
716	0.3348536932
717	0.3346116378
718	0.3343556561
719	0.33411269
720	0.3339803999
721	0.3337698308
722	0.3332973703
723	0.3328928217
724	0.332628771
725	0.3323075235
726	0.3321565755
727	0.3321307823
728	0.3320095759
729	0.3318376439
730	0.3315665527
731	0.3312207268
732	0.330908091
733	0.3307825769
734	0.3306038146
735	0.330422572
736	0.3302418038
737	0.3301280474
738	0.3296343103
739	0.3293656118
740	0.3290092394
741	0.3289319962
742	0.3286619776
743	0.3283328501
744	0.3278815295
745	0.3277417084
746	0.3274775083
747	0.3273972408
748	0.3270700136
749	0.3268010961
750	0.3266584564
751	0.3263833698
752	0.3260655073
753	0.3258546373
754	0.325656841
755	0.3254796598
756	0.3251225623
757	0.3250110432
758	0.3248300972
759	0.3246872517
760	0.3243767524
761	0.324190725
762	0.3239951724
763	0.3238410281
764	0.3235508603
765	0.3234299314
766	0.323066347
767	0.3229785599
768	0.3224893607
769	0.322233509
770	0.322079783
771	0.3219114606
772	0.3217392233
773	0.3213835006
774	0.3211866793
775	0.3209940906
776	0.3206142716
777	0.3204121471
778	0.3203948674
779	0.3202963492
780	0.3198688033
781	0.3196917384
782	0.3195541502
783	0.3194159802
784	0.3191639176
785	0.3189549267
786	0.3188920745
787	0.3186542146
788	0.3183404304
789	0.3182604729
790	0.3179401826
791	0.3176922396
792	0.3174972868
793	0.3173524021
794	0.3169981328
795	0.3166150039
796	0.3165117736
797	0.3163075254
798	0.3161698875
799	0.3160586178
800	0.3158525699
801	0.3156638943
802	0.315581676
803	0.3153282737
804	0.3150716856
805	0.3147863767
806	0.3144965748
807	0.314197037
808	0.3139248232
809	0.3135858064
810	0.3131665569
811	0.312771489
812	0.3126041393
813	0.3125291847
814	0.3123544701
815	0.3121574701
816	0.312016125
817	0.3119433795
818	0.3115903809
819	0.3114618904
820	0.3112421059
821	0.3109192729
822	0.310750809
823	0.3106227228
824	0.3103382792
825	0.3101412574
826	0.309956169
827	0.3097166496
828	0.3094697587
829	0.3091449268
830	0.3088865586
831	0.3087235093
832	0.3084218933
833	0.3082661931
834	0.3081222808
835	0.3079517065
836	0.3077034447
837	0.3075254077
838	0.3073580722
839	0.3072077462
840	0.3070301492
841	0.306885272
842	0.3066886322
843	0.3066012858
844	0.3064683691
845	0.306197009
846	0.3055949986
847	0.3051883771
848	0.3050743274
849	0.3049139036
850	0.3046029328
851	0.3044511276
852	0.3043783868
853	0.3042540599
854	0.3041671856
855	0.3039393092
856	0.3036618185
857	0.3034230345
858	0.3032429062
859	0.3030482752
860	0.3027468621
861	0.3026206957
862	0.3024125687
863	0.3022099822
864	0.3020166644
865	0.301727883
866	0.301591775
867	0.3015518764
868	0.3013626572
869	0.3011702592
870	0.3009507361
871	0.300584133
872	0.3004015854
873	0.3002386868
874	0.3000944271
875	0.3000076106
876	0.299838287
877	0.299706526
878	0.2994992967
879	0.2993020195
880	0.2988948811
881	0.2987178057
882	0.2984488648
883	0.2982791985
884	0.2980514185
885	0.2979691587
886	0.297849305
887	0.2976956338
888	0.2973129697
889	0.2970602156
890	0.2969341389
891	0.2966308869
892	0.2964153087
893	0.296092699
894	0.295913686
895	0.2957331563
896	0.2956105161
897	0.2953013876
898	0.2949554147
899	0.2948263312
900	0.2946543721
901	0.2944921202
902	0.2941641011
903	0.2940339296
904	0.2939033481
905	0.2937733773
906	0.2936794173
907	0.293545633
908	0.2934290949
909	0.2932571721
910	0.2930541492
911	0.2928547795
912	0.2926170068
913	0.2924183706
914	0.292220723
915	0.291988612
916	0.2917287237
917	0.2915798418
918	0.2914877635
919	0.2913021692
920	0.2911064124
921	0.2909685198
922	0.29065409
923	0.290406132
924	0.290270092
925	0.2899700151
926	0.2897410326
927	0.2896749867
928	0.2895363808
929	0.2894113364
930	0.2893462121
931	0.2891337585
932	0.2889233678
933	0.2887049623
934	0.2885971777
935	0.2885071579
936	0.2882347806
937	0.2880739399
938	0.2879091032
939	0.2877818131
940	0.2875708599
941	0.2875069336
942	0.2873942527
943	0.2871130477
944	0.2869258872
945	0.2866575507
946	0.2863941438
947	0.2862168112
948	0.2859595679
949	0.2858240047
950	0.2857181158
951	0.2854730238
952	0.2852495406
953	0.2850597056
954	0.2849874074
955	0.2849576293
956	0.2847339153
957	0.2844486681
958	0.2843552665
959	0.2841394482
960	0.2838455111
961	0.283721874
962	0.2835209532
963	0.2834159022
964	0.2831866786
965	0.2829429545
966	0.282868521
967	0.2826861687
968	0.2824036053
969	0.2822378347
970	0.2821333598
971	0.2818376986
972	0.281704748
973	0.2815650382
974	0.2815411511
975	0.281410501
976	0.2812700823
977	0.2810756685
978	0.2808666815
979	0.2805434465
980	0.2803822268
981	0.2801581325
982	0.2800409252
983	0.27989105
984	0.2797585575
985	0.2794277282
986	0.2791253399
987	0.2787465176
988	0.2785772149
989	0.2782674681
990	0.2781228102
991	0.2779983552
992	0.2778888738
993	0.2776256672
994	0.2774845813
995	0.277212872
996	0.2770357836
997	0.2768776392
998	0.2765975571
999	0.2764294984
